date,count,museum,gallery,,,,
6/11/2016,484,BMAG,GALLERY 3,,,,
6/12/2016,396,BMAG,GALLERY 3,,,,
6/13/2016,226,BMAG,GALLERY 3,,,,
6/14/2016,328,BMAG,GALLERY 3,,,,
6/15/2016,427,BMAG,GALLERY 3,,,,
6/16/2016,171,BMAG,GALLERY 3,,,,
6/17/2016,285,BMAG,GALLERY 3,,,,
6/18/2016,551,BMAG,GALLERY 3,,,,
6/19/2016,338,BMAG,GALLERY 3,,,,
6/20/2016,265,BMAG,GALLERY 3,,,,
6/21/2016,338,BMAG,GALLERY 3,,,,
6/22/2016,300,BMAG,GALLERY 3,,,,
6/23/2016,258,BMAG,GALLERY 3,,,,
6/24/2016,218,BMAG,GALLERY 3,,,,
6/25/2016,425,BMAG,GALLERY 3,,,,
6/26/2016,398,BMAG,GALLERY 3,,,,
6/27/2016,214,BMAG,GALLERY 3,,,,
6/28/2016,302,BMAG,GALLERY 3,,,,
6/29/2016,377,BMAG,GALLERY 3,,,,
6/30/2016,202,BMAG,GALLERY 3,,,,
7/1/2016,319,BMAG,GALLERY 3,,,,
7/2/2016,436,BMAG,GALLERY 3,,,,
7/3/2016,324,BMAG,GALLERY 3,,,,
7/4/2016,204,BMAG,GALLERY 3,,,,
7/5/2016,333,BMAG,GALLERY 3,,,,
7/6/2016,208,BMAG,GALLERY 3,,,,
7/7/2016,334,BMAG,GALLERY 3,,,,
7/8/2016,325,BMAG,GALLERY 3,,,,
7/9/2016,491,BMAG,GALLERY 3,,,,
7/10/2016,374,BMAG,GALLERY 3,,,,
7/11/2016,358,BMAG,GALLERY 3,,,,
7/12/2016,482,BMAG,GALLERY 3,,,,
7/13/2016,318,BMAG,GALLERY 3,,,,
7/14/2016,342,BMAG,GALLERY 3,,,,
7/15/2016,280,BMAG,GALLERY 3,,,,
7/16/2016,378,BMAG,GALLERY 3,,,,
7/17/2016,387,BMAG,GALLERY 3,,,,
10/22/2016,167,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/23/2016,117,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/24/2016,136,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/25/2016,140,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/26/2016,146,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/27/2016,120,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/28/2016,100,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/29/2016,141,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/30/2016,101,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/1/2016,48,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/2/2016,55,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/3/2016,48,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/4/2016,66,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/5/2016,168,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/6/2016,108,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/7/2016,34,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/8/2016,54,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/9/2016,47,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/10/2016,54,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/11/2016,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/12/2016,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/13/2016,102,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/14/2016,55,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/15/2016,85,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/16/2016,106,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/17/2016,45,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/18/2016,106,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/19/2016,237,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/20/2016,133,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/21/2016,53,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/22/2016,101,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/23/2016,60,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/24/2016,55,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/25/2016,137,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/26/2016,155,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/27/2016,117,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/28/2016,45,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/29/2016,38,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
11/30/2016,53,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/1/2016,40,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/2/2016,36,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/3/2016,102,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/4/2016,101,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/5/2016,33,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/6/2016,42,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/7/2016,43,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/8/2016,33,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/9/2016,38,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/10/2016,98,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/11/2016,80,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/12/2016,31,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/13/2016,54,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/14/2016,45,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/15/2016,49,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/16/2016,47,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/17/2016,61,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/18/2016,56,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/19/2016,91,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/20/2016,110,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/21/2016,77,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/22/2016,70,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/23/2016,53,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/24/2016,41,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/25/2016,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/26/2016,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/27/2016,128,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/28/2016,118,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/29/2016,183,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/30/2016,231,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
12/31/2016,126,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/1/2017,96,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/2/2017,109,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/3/2017,72,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/4/2017,50,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/5/2017,57,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/6/2017,45,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/7/2017,198,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/8/2017,178,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/9/2017,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/10/2017,58,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/11/2017,37,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/12/2017,34,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/13/2017,64,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/14/2017,947,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/15/2017,165,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/16/2017,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/17/2017,65,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/18/2017,50,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/19/2017,35,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/20/2017,31,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/21/2017,174,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/22/2017,130,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/23/2017,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/24/2017,52,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/25/2017,65,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/26/2017,50,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/27/2017,68,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/28/2017,217,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/29/2017,229,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/30/2017,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
1/31/2017,67,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/1/2017,72,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/2/2017,49,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/3/2017,84,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/4/2017,825,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/5/2017,1121,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/6/2017,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/7/2017,43,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/8/2017,61,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/9/2017,62,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/10/2017,93,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/11/2017,386,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/12/2017,301,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/13/2017,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/14/2017,163,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/15/2017,201,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/16/2017,207,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/17/2017,173,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/18/2017,176,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/19/2017,145,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/21/2017,176,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/22/2017,120,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/23/2017,75,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/24/2017,112,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/25/2017,246,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/26/2017,199,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
2/28/2017,91,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/1/2017,69,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/2/2017,61,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/3/2017,84,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/4/2017,191,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/5/2017,199,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/7/2017,62,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/8/2017,89,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/9/2017,61,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/10/2017,74,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/11/2017,146,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/12/2017,168,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/13/2017,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/14/2017,104,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/15/2017,83,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/16/2017,86,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/17/2017,73,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/18/2017,182,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/19/2017,149,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/20/2017,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/21/2017,67,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/22/2017,78,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/23/2017,81,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/24/2017,86,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/25/2017,208,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/26/2017,117,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/27/2017,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/28/2017,55,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/29/2017,107,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/30/2017,76,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
3/31/2017,90,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/1/2017,146,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/2/2017,65,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/3/2017,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/4/2017,76,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/5/2017,114,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/6/2017,103,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/7/2017,44,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/8/2017,78,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/9/2017,51,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/10/2017,91,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/11/2017,113,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/12/2017,127,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/13/2017,96,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/14/2017,140,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/15/2017,141,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/16/2017,121,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/17/2017,124,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/18/2017,131,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/19/2017,138,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/20/2017,104,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/21/2017,153,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/22/2017,140,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
4/23/2017,121,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/16/2015,90,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/17/2015,87,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/18/2015,65,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/19/2015,79,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/20/2015,56,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/21/2015,63,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/22/2015,77,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/23/2015,108,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/24/2015,137,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/25/2015,136,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/26/2015,63,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/27/2015,45,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/28/2015,92,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/29/2015,78,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/30/2015,126,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
5/31/2015,101,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/1/2015,63,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/2/2015,92,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/3/2015,57,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/4/2015,41,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/5/2015,69,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/6/2015,95,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/7/2015,83,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/8/2015,55,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/9/2015,57,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/10/2015,87,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/11/2015,59,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/12/2015,278,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/13/2015,157,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/14/2015,113,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/15/2015,43,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/16/2015,47,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/17/2015,76,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/18/2015,43,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/19/2015,56,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/20/2015,123,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/21/2015,66,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/22/2015,68,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/23/2015,84,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/24/2015,52,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/25/2015,71,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/26/2015,67,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/27/2015,89,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/28/2015,137,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/29/2015,49,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
6/30/2015,53,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/1/2015,42,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/2/2015,43,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/3/2015,47,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/4/2015,80,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/5/2015,81,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/6/2015,81,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/7/2015,61,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/8/2015,81,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/9/2015,69,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/10/2015,215,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/11/2015,130,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/12/2015,132,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/13/2015,139,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/14/2015,93,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/15/2015,67,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/16/2015,70,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/17/2015,108,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/18/2015,108,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/19/2015,59,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/20/2015,94,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/21/2015,81,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/22/2015,96,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/23/2015,103,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/24/2015,111,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/25/2015,106,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/26/2015,204,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/27/2015,115,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/28/2015,104,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/29/2015,100,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/30/2015,81,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
7/31/2015,107,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/1/2015,149,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/2/2015,91,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/3/2015,67,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/4/2015,70,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/5/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/6/2015,70,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/7/2015,80,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/8/2015,105,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/9/2015,102,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/10/2015,116,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/11/2015,103,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/12/2015,102,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/13/2015,105,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/14/2015,126,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/15/2015,183,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/16/2015,88,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/17/2015,87,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/18/2015,91,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/19/2015,120,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/20/2015,95,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/21/2015,137,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/22/2015,135,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/23/2015,208,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/24/2015,133,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/25/2015,136,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/26/2015,129,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/27/2015,159,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/28/2015,140,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/29/2015,175,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/30/2015,283,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
8/31/2015,412,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/1/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/2/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/3/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/4/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/5/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/6/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/7/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/8/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/9/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/10/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/11/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/12/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/13/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/14/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/15/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/16/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/17/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/18/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/19/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/20/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/21/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/22/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/23/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/24/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/25/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/26/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/27/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/28/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/29/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
9/30/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/1/2014,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/2/2014,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/3/2014,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/4/2014,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/5/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/6/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
10/7/2015,0,BMAG,TEMPORARY EXHIBITION GALLERY 1,,,,
